U975WaSW09,1.74
V975WaSW09,-6.83
T975WaSW09,290.25
RH975WaSW09,73.86
U950WaSW09,1.76
V950WaSW09,-6.76
T950WaSW09,288.16
RH950WaSW09,81.61
U925WaSW09,1.84
V925WaSW09,-6.56
T925WaSW09,286.11
RH925WaSW09,89.40
U900WaSW09,3.41
V900WaSW09,-4.88
T900WaSW09,284.60
RH900WaSW09,90.77
U850WaSW09,7.01
V850WaSW09,-1.20
T850WaSW09,281.78
RH850WaSW09,92.77
U800WaSW09,12.05
V800WaSW09,0.78
T800WaSW09,278.94
RH800WaSW09,77.49
U700WaSW09,12.39
V700WaSW09,14.37
T700WaSW09,274.54
RH700WaSW09,68.98
U600WaSW09,18.31
V600WaSW09,12.56
T600WaSW09,265.47
RH600WaSW09,75.50
U500WaSW09,22.89
V500WaSW09,15.01
T500WaSW09,255.39
RH500WaSW09,68.40
U1000WaSW10,2.40
V1000WaSW10,-6.95
T1000WaSW10,292.43
RH1000WaSW10,64.09
U975WaSW10,2.51
V975WaSW10,-6.98
T975WaSW10,290.32
RH975WaSW10,70.75
U950WaSW10,2.62
V950WaSW10,-6.95
T950WaSW10,288.22
RH950WaSW10,78.26
U925WaSW10,2.75
V925WaSW10,-6.88
T925WaSW10,286.12
RH925WaSW10,86.19
U900WaSW10,3.22
V900WaSW10,-6.45
T900WaSW10,284.14
RH900WaSW10,93.17
U850WaSW10,7.67
V850WaSW10,-0.43
T850WaSW10,281.79
RH850WaSW10,92.18
U800WaSW10,12.77
V800WaSW10,-0.13
T800WaSW10,278.58
RH800WaSW10,82.15
U700WaSW10,12.28
V700WaSW10,14.24
T700WaSW10,273.62
RH700WaSW10,84.62
U600WaSW10,16.54
V600WaSW10,13.91
T600WaSW10,264.55
RH600WaSW10,91.66
U500WaSW10,27.48
V500WaSW10,15.71
T500WaSW10,255.37
RH500WaSW10,59.73
U1000WaSW11,5.06
V1000WaSW11,-8.37
T1000WaSW11,291.90
RH1000WaSW11,65.74
U975WaSW11,5.21
V975WaSW11,-8.46
T975WaSW11,289.81
RH975WaSW11,72.20
U950WaSW11,5.49
V950WaSW11,-8.53
T950WaSW11,287.75
RH950WaSW11,78.93
U925WaSW11,7.26
V925WaSW11,-8.61
T925WaSW11,285.86
RH925WaSW11,82.10
U900WaSW11,8.92
V900WaSW11,-6.81
T900WaSW11,284.46
RH900WaSW11,79.70
U850WaSW11,9.58
V850WaSW11,-0.14
T850WaSW11,281.56
RH850WaSW11,86.22
U800WaSW11,12.50
V800WaSW11,0.84
T800WaSW11,277.91
RH800WaSW11,80.45
U700WaSW11,13.73
V700WaSW11,12.71
T700WaSW11,272.58
RH700WaSW11,91.38
U600WaSW11,17.46
V600WaSW11,13.41
T600WaSW11,264.17
RH600WaSW11,91.08
U500WaSW11,30.98
V500WaSW11,16.32
T500WaSW11,254.47
RH500WaSW11,71.05
U1000WaSW12,8.43
V1000WaSW12,-9.25
T1000WaSW12,292.26
RH1000WaSW12,62.37
U975WaSW12,8.74
V975WaSW12,-9.30
T975WaSW12,290.16
RH975WaSW12,67.79
U950WaSW12,9.36
V950WaSW12,-9.16
T950WaSW12,288.11
RH950WaSW12,72.88
U925WaSW12,11.48
V925WaSW12,-8.19
T925WaSW12,286.28
RH925WaSW12,72.57
U900WaSW12,12.77
V900WaSW12,-5.73
T900WaSW12,284.83
RH900WaSW12,70.33
U850WaSW12,10.20
V850WaSW12,-1.92
T850WaSW12,281.17
RH850WaSW12,85.89
U800WaSW12,11.43
V800WaSW12,-0.84
T800WaSW12,277.41
RH800WaSW12,79.41
U700WaSW12,15.35
V700WaSW12,8.69
T700WaSW12,271.59
RH700WaSW12,96.50
U600WaSW12,17.15
V600WaSW12,13.04
T600WaSW12,263.52
RH600WaSW12,80.16
U500WaSW12,30.62
V500WaSW12,17.01
T500WaSW12,254.18
RH500WaSW12,25.79
U1000WaSW13,10.13
V1000WaSW13,-7.98
T1000WaSW13,291.19
RH1000WaSW13,66.28
U975WaSW13,10.27
V975WaSW13,-8.24
T975WaSW13,289.09
RH975WaSW13,72.25
U950WaSW13,10.33
V950WaSW13,-8.46
T950WaSW13,287.03
RH950WaSW13,78.22
U925WaSW13,10.42
V925WaSW13,-8.94
T925WaSW13,285.06
RH925WaSW13,82.20
U900WaSW13,10.73
V900WaSW13,-10.37
T900WaSW13,283.84
RH900WaSW13,67.08
U850WaSW13,10.57
V850WaSW13,-8.31
T850WaSW13,281.34
RH850WaSW13,57.91
U800WaSW13,9.99
V800WaSW13,-2.07
T800WaSW13,277.55
RH800WaSW13,71.87
U700WaSW13,16.95
V700WaSW13,9.43
T700WaSW13,271.27
RH700WaSW13,51.41
U600WaSW13,21.89
V600WaSW13,11.24
T600WaSW13,262.74
RH600WaSW13,43.89
U500WaSW13,27.04
V500WaSW13,12.41
T500WaSW13,254.12
RH500WaSW13,1.89
U1000WaSW14,9.29
V1000WaSW14,-9.89
T1000WaSW14,291.05
RH1000WaSW14,62.12
U975WaSW14,9.34
V975WaSW14,-10.19
T975WaSW14,288.94
RH975WaSW14,67.75
U950WaSW14,9.27
V950WaSW14,-10.41
T950WaSW14,286.87
RH950WaSW14,73.44
U925WaSW14,9.10
V925WaSW14,-10.72
T925WaSW14,284.84
RH925WaSW14,77.38
U900WaSW14,8.78
V900WaSW14,-11.44
T900WaSW14,283.16
RH900WaSW14,70.28
U850WaSW14,11.31
V850WaSW14,-8.47
T850WaSW14,280.56
RH850WaSW14,53.98
U800WaSW14,10.92
V800WaSW14,-0.49
T800WaSW14,277.76
RH800WaSW14,60.33
U700WaSW14,16.09
V700WaSW14,4.94
T700WaSW14,269.90
RH700WaSW14,53.62
U600WaSW14,21.58
V600WaSW14,7.48
T600WaSW14,262.83
RH600WaSW14,11.30
U500WaSW14,26.29
V500WaSW14,8.32
T500WaSW14,253.74
RH500WaSW14,1.02
U1000WaSW15,9.19
V1000WaSW15,-9.91
T1000WaSW15,290.84
RH1000WaSW15,57.25
U975WaSW15,9.32
V975WaSW15,-10.15
T975WaSW15,288.73
RH975WaSW15,62.37
U950WaSW15,9.37
V950WaSW15,-10.29
T950WaSW15,286.64
RH950WaSW15,68.00
U925WaSW15,9.41
V925WaSW15,-10.44
T925WaSW15,284.55
RH925WaSW15,73.20
U900WaSW15,9.52
V900WaSW15,-10.67
T900WaSW15,282.50
RH900WaSW15,76.60
U850WaSW15,11.69
V850WaSW15,-10.10
T850WaSW15,279.85
RH850WaSW15,50.87
U800WaSW15,11.98
V800WaSW15,-4.40
T800WaSW15,277.70
RH800WaSW15,37.84
U700WaSW15,17.18
V700WaSW15,2.82
T700WaSW15,269.50
RH700WaSW15,32.80
U600WaSW15,22.57
V600WaSW15,5.64
T600WaSW15,262.53
RH600WaSW15,8.67
U500WaSW15,28.99
V500WaSW15,4.23
T500WaSW15,253.61
RH500WaSW15,1.54
U1000WaSW16,10.33
V1000WaSW16,-9.28
T1000WaSW16,290.55
RH1000WaSW16,57.98
U975WaSW16,10.44
V975WaSW16,-9.48
T975WaSW16,288.45
RH975WaSW16,63.31
U950WaSW16,10.47
V950WaSW16,-9.59
T950WaSW16,286.37
RH950WaSW16,69.23
U925WaSW16,10.47
V925WaSW16,-9.71
T925WaSW16,284.28
RH925WaSW16,74.90
U900WaSW16,10.51
V900WaSW16,-9.89
T900WaSW16,282.22
RH900WaSW16,79.29
U850WaSW16,11.43
V850WaSW16,-10.20
T850WaSW16,279.32
RH850WaSW16,57.95
U800WaSW16,12.90
V800WaSW16,-7.50
T800WaSW16,276.72
RH800WaSW16,46.17
U700WaSW16,14.46
V700WaSW16,0.72
T700WaSW16,268.87
RH700WaSW16,34.99
U600WaSW16,22.95
V600WaSW16,2.76
T600WaSW16,262.29
RH600WaSW16,4.20
U500WaSW16,32.00
V500WaSW16,1.49
T500WaSW16,253.83
RH500WaSW16,1.02
U1000WaSW17,9.85
V1000WaSW17,-9.41
T1000WaSW17,290.34
RH1000WaSW17,57.31
U975WaSW17,9.91
V975WaSW17,-9.66
T975WaSW17,288.24
RH975WaSW17,62.55
U950WaSW17,9.89
V950WaSW17,-9.84
T950WaSW17,286.16
RH950WaSW17,68.41
U925WaSW17,9.84
V925WaSW17,-10.09
T925WaSW17,284.07
RH925WaSW17,74.16
U900WaSW17,9.81
V900WaSW17,-10.65
T900WaSW17,282.01
RH900WaSW17,78.58
U850WaSW17,10.19
V850WaSW17,-12.09
T850WaSW17,278.39
RH850WaSW17,70.70
U800WaSW17,12.98
V800WaSW17,-10.06
T800WaSW17,275.57
RH800WaSW17,56.46
U700WaSW17,14.46
V700WaSW17,-0.49
T700WaSW17,269.49
RH700WaSW17,28.77
U600WaSW17,22.67
V600WaSW17,-0.91
T600WaSW17,261.77
RH600WaSW17,5.01
U500WaSW17,32.21
V500WaSW17,-1.50
T500WaSW17,254.47
RH500WaSW17,1.04
U1000WaSW18,10.87
V1000WaSW18,-9.32
T1000WaSW18,290.11
RH1000WaSW18,56.42
U975WaSW18,11.00
V975WaSW18,-9.58
T975WaSW18,287.99
RH975WaSW18,61.57
U950WaSW18,11.03
V950WaSW18,-9.76
T950WaSW18,285.90
RH950WaSW18,67.48
U925WaSW18,11.04
V925WaSW18,-9.99
T925WaSW18,283.79
RH925WaSW18,73.48
U900WaSW18,11.10
V900WaSW18,-10.40
T900WaSW18,281.70
RH900WaSW18,78.94
U850WaSW18,11.74
V850WaSW18,-12.63
T850WaSW18,278.06
RH850WaSW18,70.42
U800WaSW18,12.93
V800WaSW18,-11.18
T800WaSW18,275.02
RH800WaSW18,61.23
U700WaSW18,14.48
V700WaSW18,-3.89
T700WaSW18,269.50
RH700WaSW18,24.48
U600WaSW18,22.10
V600WaSW18,-1.97
T600WaSW18,261.89
RH600WaSW18,6.26
U500WaSW18,32.42
V500WaSW18,-4.98
T500WaSW18,254.71
RH500WaSW18,1.06
U1000WaSW19,11.62
V1000WaSW19,-9.01
T1000WaSW19,289.86
RH1000WaSW19,56.05
U975WaSW19,11.80
V975WaSW19,-9.29
T975WaSW19,287.74
RH975WaSW19,61.11
U950WaSW19,11.87
V950WaSW19,-9.51
T950WaSW19,285.66
RH950WaSW19,66.69
U925WaSW19,11.91
V925WaSW19,-9.91
T925WaSW19,283.60
RH925WaSW19,71.34
U900WaSW19,12.05
V900WaSW19,-11.42
T900WaSW19,281.77
RH900WaSW19,68.53
U850WaSW19,12.54
V850WaSW19,-13.26
T850WaSW19,278.72
RH850WaSW19,54.30
U800WaSW19,13.77
V800WaSW19,-10.93
T800WaSW19,275.29
RH800WaSW19,52.65
U700WaSW19,14.92
V700WaSW19,-4.99
T700WaSW19,269.14
RH700WaSW19,23.25
U600WaSW19,21.89
V600WaSW19,-3.11
T600WaSW19,262.08
RH600WaSW19,4.33
U500WaSW19,32.28
V500WaSW19,-6.28
T500WaSW19,255.00
RH500WaSW19,1.07
U1000WaSW20,10.43
V1000WaSW20,-12.16
T1000WaSW20,289.40
RH1000WaSW20,62.06
U975WaSW20,10.54
V975WaSW20,-12.54
T975WaSW20,287.27
RH975WaSW20,68.08
U950WaSW20,10.53
V950WaSW20,-12.79
T950WaSW20,285.16
RH950WaSW20,75.17
U925WaSW20,10.46
V925WaSW20,-13.04
T925WaSW20,283.05
RH925WaSW20,82.69
U900WaSW20,10.34
V900WaSW20,-13.34
T900WaSW20,280.96
RH900WaSW20,90.22
U850WaSW20,10.04
V850WaSW20,-14.38
T850WaSW20,277.18
RH850WaSW20,97.47
U800WaSW20,11.72
V800WaSW20,-14.99
T800WaSW20,274.58
RH800WaSW20,72.50
U700WaSW20,16.24
V700WaSW20,-5.85
T700WaSW20,270.60
RH700WaSW20,18.35
U600WaSW20,22.46
V600WaSW20,-3.12
T600WaSW20,263.36
RH600WaSW20,6.61
U500WaSW20,30.04
V500WaSW20,-6.96
T500WaSW20,254.72
RH500WaSW20,1.06
U1000WaSW21,5.52
V1000WaSW21,-14.87
T1000WaSW21,289.26
RH1000WaSW21,59.96
U975WaSW21,5.57
V975WaSW21,-15.16
T975WaSW21,287.13
RH975WaSW21,65.68
U950WaSW21,5.54
V950WaSW21,-15.29
T950WaSW21,285.03
RH950WaSW21,72.17
U925WaSW21,5.46
V925WaSW21,-15.38
T925WaSW21,282.93
RH925WaSW21,78.73
U900WaSW21,5.31
V900WaSW21,-15.48
T900WaSW21,280.87
RH900WaSW21,84.57
U850WaSW21,4.07
V850WaSW21,-16.17
T850WaSW21,277.46
RH850WaSW21,80.88
U800WaSW21,6.18
V800WaSW21,-15.40
T800WaSW21,274.17
RH800WaSW21,86.07
U700WaSW21,15.30
V700WaSW21,-10.55
T700WaSW21,270.05
RH700WaSW21,19.77
U600WaSW21,21.58
V600WaSW21,-4.19
T600WaSW21,264.10
RH600WaSW21,1.59
U500WaSW21,28.90
V500WaSW21,-6.99
T500WaSW21,255.39
RH500WaSW21,1.08
U1000WaSW22,5.19
V1000WaSW22,-13.30
T1000WaSW22,289.06
RH1000WaSW22,58.75
U975WaSW22,5.26
V975WaSW22,-13.48
T975WaSW22,286.96
RH975WaSW22,64.63
U950WaSW22,5.29
V950WaSW22,-13.55
T950WaSW22,284.88
RH950WaSW22,71.34
U925WaSW22,5.32
V925WaSW22,-13.61
T925WaSW22,282.78
RH925WaSW22,78.29
U900WaSW22,5.34
V900WaSW22,-13.67
T900WaSW22,280.68
RH900WaSW22,85.04
U850WaSW22,5.33
V850WaSW22,-14.44
T850WaSW22,276.83
RH850WaSW22,88.87
U800WaSW22,6.27
V800WaSW22,-14.07
T800WaSW22,274.23
RH800WaSW22,77.60
U700WaSW22,14.69
V700WaSW22,-10.31
T700WaSW22,269.64
RH700WaSW22,19.32
U600WaSW22,19.86
V600WaSW22,-4.25
T600WaSW22,263.92
RH600WaSW22,1.57
U500WaSW22,27.69
V500WaSW22,-7.88
T500WaSW22,255.36
RH500WaSW22,1.08
U1000WaSW23,5.59
V1000WaSW23,-13.51
T1000WaSW23,288.91
RH1000WaSW23,59.28
U975WaSW23,5.68
V975WaSW23,-13.62
T975WaSW23,286.83
RH975WaSW23,65.09
U950WaSW23,5.75
V950WaSW23,-13.64
T950WaSW23,284.75
RH950WaSW23,71.50
U925WaSW23,5.83
V925WaSW23,-13.64
T925WaSW23,282.67
RH925WaSW23,78.08
U900WaSW23,5.93
V900WaSW23,-13.61
T900WaSW23,280.60
RH900WaSW23,84.57
U850WaSW23,6.44
V850WaSW23,-13.44
T850WaSW23,276.55
RH850WaSW23,95.42
U800WaSW23,7.31
V800WaSW23,-13.07
T800WaSW23,273.52
RH800WaSW23,78.79
U700WaSW23,13.73
V700WaSW23,-9.22
T700WaSW23,270.35
RH700WaSW23,9.84
U600WaSW23,18.85
V600WaSW23,-4.64
T600WaSW23,263.80
RH600WaSW23,1.44
U500WaSW23,26.96
V500WaSW23,-7.40
T500WaSW23,255.49
RH500WaSW23,1.09
U1000WaSW24,5.44
V1000WaSW24,-14.28
T1000WaSW24,288.81
RH1000WaSW24,58.86
U975WaSW24,5.59
V975WaSW24,-14.49
T975WaSW24,286.69
RH975WaSW24,64.56
U950WaSW24,5.71
V950WaSW24,-14.56
T950WaSW24,284.58
RH950WaSW24,70.97
U925WaSW24,5.84
V925WaSW24,-14.56
T925WaSW24,282.45
RH925WaSW24,77.66
U900WaSW24,6.00
V900WaSW24,-14.52
T900WaSW24,280.34
RH900WaSW24,84.19
U850WaSW24,6.50
V850WaSW24,-14.28
T850WaSW24,276.17
RH850WaSW24,95.20
U800WaSW24,7.72
V800WaSW24,-13.61
T800WaSW24,272.83
RH800WaSW24,79.27
U700WaSW24,13.82
V700WaSW24,-8.15
T700WaSW24,271.33
RH700WaSW24,2.39
U600WaSW24,18.67
V600WaSW24,-3.96
T600WaSW24,263.79
RH600WaSW24,1.44
U500WaSW24,27.46
V500WaSW24,-5.77
T500WaSW24,255.83
RH500WaSW24,1.10
U1000WaSW25,5.97
V1000WaSW25,-14.30
T1000WaSW25,288.63
RH1000WaSW25,55.14
U975WaSW25,6.11
V975WaSW25,-14.50
T975WaSW25,286.50
RH975WaSW25,60.36
U950WaSW25,6.22
V950WaSW25,-14.56
T950WaSW25,284.38
RH950WaSW25,66.43
U925WaSW25,6.32
V925WaSW25,-14.54
T925WaSW25,282.24
RH925WaSW25,72.91
U900WaSW25,6.44
V900WaSW25,-14.45
T900WaSW25,280.09
RH900WaSW25,79.50
U850WaSW25,6.78
V850WaSW25,-14.08
T850WaSW25,275.80
RH850WaSW25,92.56
U800WaSW25,8.91
V800WaSW25,-12.67
T800WaSW25,272.30
RH800WaSW25,80.35
U700WaSW25,13.36
V700WaSW25,-8.40
T700WaSW25,271.50
RH700WaSW25,1.92
U600WaSW25,18.44
V600WaSW25,-3.94
T600WaSW25,263.75
RH600WaSW25,1.44
U500WaSW25,28.24
V500WaSW25,-4.83
T500WaSW25,256.17
RH500WaSW25,1.13
U1000WaSW26,6.53
V1000WaSW26,-13.77
T1000WaSW26,288.42
RH1000WaSW26,51.18
U975WaSW26,6.63
V975WaSW26,-14.00
T975WaSW26,286.29
RH975WaSW26,55.98
U950WaSW26,6.66
V950WaSW26,-14.09
T950WaSW26,284.16
RH950WaSW26,61.59
U925WaSW26,6.69
V925WaSW26,-14.13
T925WaSW26,282.01
RH925WaSW26,67.64
U900WaSW26,6.71
V900WaSW26,-14.12
T900WaSW26,279.85
RH900WaSW26,73.75
U850WaSW26,6.94
V850WaSW26,-14.00
T850WaSW26,275.59
RH850WaSW26,82.57
U800WaSW26,11.13
V800WaSW26,-13.17
T800WaSW26,272.68
RH800WaSW26,55.29
U700WaSW26,12.72
V700WaSW26,-8.07
T700WaSW26,271.37
RH700WaSW26,1.91
U600WaSW26,18.28
V600WaSW26,-3.46
T600WaSW26,263.55
RH600WaSW26,1.67
U500WaSW26,28.68
V500WaSW26,-4.26
T500WaSW26,256.12
RH500WaSW26,1.49
U1000WaSW27,5.99
V1000WaSW27,-14.22
T1000WaSW27,288.43
RH1000WaSW27,50.83
U975WaSW27,6.04
V975WaSW27,-14.49
T975WaSW27,286.29
RH975WaSW27,55.67
U950WaSW27,6.03
V950WaSW27,-14.62
T950WaSW27,284.16
RH950WaSW27,61.43
U925WaSW27,5.98
V925WaSW27,-14.71
T925WaSW27,282.01
RH925WaSW27,67.79
U900WaSW27,5.91
V900WaSW27,-14.77
T900WaSW27,279.85
RH900WaSW27,74.43
U850WaSW27,5.67
V850WaSW27,-14.85
T850WaSW27,275.61
RH850WaSW27,84.75
U800WaSW27,6.96
V800WaSW27,-13.75
T800WaSW27,272.99
RH800WaSW27,56.10
U700WaSW27,13.34
V700WaSW27,-7.58
T700WaSW27,271.48
RH700WaSW27,1.91
U600WaSW27,18.09
V600WaSW27,-3.16
T600WaSW27,263.42
RH600WaSW27,1.95
U500WaSW27,28.82
